"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Czech Republic","CZE","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37437.078125","37274.87109375","37355.37890625","37995.71875","40072.875","41708.7421875","41807.546875","42239.546875","43842.5234375","46071.734375","47114.125","47371.73046875","49462.375","52311.5234375","54939.79296875","58078.6796875","60163.73828125","61061.97265625","59017.265625","60750.48828125","61496.47265625","60734.3984375","59802.4453125","60905.27734375","63353.44140625","63724.4296875","65468.7265625","67718.8984375",
"Germany","DEU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69297.0078125","71775.2265625","72585.0390625","74618.71875","75616.5703125","76794.8046875","78712.3125","80151.6796875","80542.625","82267.765625","83450.90625","83914.28125","84061.5078125","86102.9609375","85661.28125","87229.71875","88006.34375","87918.2890625","83010.6171875","85500.640625","86557.3984375","86373.1484375","85870.0546875","86898.328125","87941.90625","88612.1953125","89748.1953125","91357.921875",
"Djibouti","DJI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9585.28515625","9432.388671875","8707.1982421875","8529.5126953125","8099.8271484375","7526.31396484375","7224.09619140625","6971.0830078125","6903.3271484375","6677.75","6634.6181640625","6632.1181640625","6645.255859375","6703.6162109375","6718.10693359375","6788.23291015625","6886.90380859375","7071.10302734375","7302.2939453125","7414.5","7525.05615234375","7661.88623046875","7777.60302734375","8027.2041015625","8266.333984375","8595.673828125","8998.5947265625","9407.1083984375",
"Dominica","DMA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67382","68595.921875","70337.2734375","73889.90625","74153.3984375","76006.203125","76718.265625","78381.296875","79794.6953125","82631.6953125","83327.4921875","82805.3671875","84715.0078125","85922.59375","87452","88981.828125","89690.90625","88000.140625","86286.3359375","89912.953125","91190.390625","91755.0703125","92571.6171875","93302.8203125","93847.0390625","93103.03125","96218.75","97049.171875",
"Dominican Republic","DOM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16813.28515625","18215.888671875","19106.423828125","19152.267578125","19772.712890625","20441.744140625","21700.52734375","22525.78125","23324.689453125","23844.119140625","24086.234375","24469.78515625","23707.1171875","23666.353515625","25374.150390625","26323.560546875","27709.8515625","27746.462890625","28767.767578125","29721.77734375","29269.01953125","29767.73046875","30762.21484375","32141.107421875","32571.56640625","33864.87890625","34284.6171875","35298.09375",
"Algeria","DZA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48869.48828125","50378.5234375","48528.94140625","47210.3671875","50255.35546875","48403.1796875","45695.9765625","47798.1640625","49160.0078125","50767.3671875","49265.6875","49841.87109375","50717.41015625","47896.03515625","48208.38671875","46363.03515625","47814.26953125","46688.0546875","45968.375","46357.15625","46765.5703125","47885.14453125","46703.7734375","50446.5703125","52250.82421875","52734.45703125","54043.02734375","54806.73046875",
"East Asia & Pacific (excluding high income)","EAP","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4535.12229215903","4899.94261841409","5324.30413305048","5780.91814912435","6244.53377135633","6677.00194434527","7031.95775079785","7005.21713063474","7324.41657571452","7751.65932457619","8209.42288685923","8783.97515641569","9461.9072385859","10173.2078674533","11047.5344635681","12079.3538213882","13329.5974839789","14324.0432511318","15264.0972859812","16583.6218277901","17763.3128948921","18931.9260169757","20176.2460941225","21397.4291374654","22694.9341255462","24050.6351988001","25515.96653548","27024.7637808122",
"Early-demographic dividend","EAR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12925.1556472783","13134.0865899017","13296.0912165416","13371.0144931722","13540.9736745649","13952.8472560872","14181.1922732993","14080.9339332958","14079.3298147305","14393.1572706865","14304.8819404982","14358.4639589452","14783.0602610095","15312.2295188424","15934.0415153102","16633.1018723582","17373.6874628982","17746.3953546329","17896.2848311948","18804.021719079","19485.3893085179","20021.3339678013","20542.2999032111","21082.4264184826","21683.7241182498","22304.7976700803","22855.1080729053","23591.5257406895",
"East Asia & Pacific","EAS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10128.0487969473","10475.6962656201","10876.7027429097","11387.9257831262","11970.8935790832","12522.1436047013","12927.675347765","12805.0914417122","13191.1945511083","13767.4101331504","14210.1031599843","14848.5860339692","15570.5267757928","16385.5897882475","17317.0397523302","18397.9544975207","19690.0653042401","20580.3394768208","21191.2972887733","22746.4714805237","23880.9550364884","25046.669865481","26311.1793075517","27499.2340183185","28753.788159669","30064.6309661436","31517.704643478","33039.7431052954",
"Europe & Central Asia (excluding high income)","ECA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29615.6105129526","26232.2556717564","25011.1918144617","22691.3676981084","22597.5001673627","22821.9483377708","23812.0389441088","23730.8747216783","23797.7925072647","25343.0614663368","26111.2499373502","27344.0337274783","29180.6353550333","31297.5413499923","33019.2700399325","35333.9378756728","37390.5604555955","38738.5397910749","36864.8542916006","38122.0660047842","39880.1601027625","40891.2789837921","42162.3765271427","42956.1123462657","42780.5269911861","43159.1707931542","44432.3914344053","45744.8712559487",
"Europe & Central Asia","ECS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47413.2482113301","46408.684309487","46440.8533704517","46644.8007151505","47583.6720585176","48491.2782729064","50116.1369152967","51100.9100420727","51701.9609072464","53422.5338141506","54335.0538237452","55183.6243708102","56278.7272365311","58051.4910807657","59091.8579532692","60899.6058757449","62357.0554686923","62699.2685963141","60640.3847478401","62098.087615302","63360.5939648191","63639.5475740998","64358.1613724238","65213.8291225447","65768.5105827443","66296.8855993263","67450.598288202","68807.2257670141",
"Ecuador","ECU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19830.634765625","19645.529296875","19486.390625","19708.814453125","19586.16796875","19392.64453125","19659.09375","19044.236328125","17809.794921875","17618.166015625","17898.728515625","18440.4921875","18769.43359375","19043.126953125","19520.431640625","19490.716796875","19807.142578125","20723.0703125","21125.62109375","21635.44140625","22970.07421875","23479.4765625","24324.609375","24921.23046875","23604.353515625","22372.705078125","22228.294921875","22305.58203125",
"Egypt, Arab Rep.","EGY","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23389.552734375","23724.162109375","24298.587890625","24107.884765625","25216.470703125","25422.998046875","26212.0703125","26755.84765625","26681.49609375","27747.8359375","28301.15234375","28685.134765625","28758.837890625","28566.638671875","29039.083984375","29791.6171875","29901.33984375","31304.177734375","31835.08984375","32345.998046875","33505.88671875","33601.37109375","33594.90234375","33926.1796875","35916.63671875","36804.046875","37439.05078125","38285.47265625",
"Euro area","EMU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69462.2906886268","70980.2665880184","71796.7661145815","73952.9866777661","75377.3422299596","76345.9634514106","77904.9870336996","79133.1531936381","79932.8637981218","81448.9199306597","82023.075083536","82001.8130272771","81785.987955655","83191.9882938768","83281.693916052","84538.4816847483","85567.5741210439","85289.180288381","82991.4586825113","85109.4644499043","86347.499284041","86209.9777697393","86591.3397732517","87501.1863918467","88554.1899125112","89030.283090569","89920.0927654405","91170.9728164723",
"Eritrea","ERI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2843.74389648438","2734.63891601563","3152.52709960938","3891.08911132813","4045.9951171875","4336.19677734375","4568.40380859375","4517.05810546875","4362.43896484375","4091.7109375","4245.64111328125","4199.5","3905.43090820313","3799.95190429688","3746.916015625","3612.5791015625","3573.54907226563","3151.30297851563","3241.44409179688","3258.22607421875","3478.96899414063","3658.05908203125","3702.05810546875","3808.1220703125","3905.85498046875","3943.72900390625","3960.7119140625","3992.68090820313",
"Spain","ESP","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70754.375","72440.4296875","74886.421875","77365.2421875","77476.4609375","77786.328125","77769.6484375","77850.3125","76669.390625","76567.765625","76485.34375","75867.7109375","75520.703125","75271.4296875","73710.109375","74059.9765625","74962.0703125","76446.40625","78610.078125","79769.4375","80465.4609375","81811.71875","82645.2890625","82844.359375","83538","83980.484375","84529.8359375","85510.09375",
"Estonia","EST","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27980.0234375","23017.435546875","22861.189453125","23208.68359375","25716.392578125","27457.912109375","30611.7890625","32019.3671875","32981.3046875","37216.2109375","40030.5625","41902.98828125","44131.81640625","46371.75390625","49828.95703125","52129.22265625","55463.08984375","52524.62890625","49553.85546875","53124.3515625","53986.953125","55064.53515625","55527.2421875","56739.73046875","56299.2578125","57296.9140625","59057.49609375","61342.55859375",
"Ethiopia","ETH","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1440.43701171875","1272.18505859375","1392.66198730469","1388.375","1419.28405761719","1540.43298339844","1536.79797363281","1433.27502441406","1459.08605957031","1489.55004882813","1557.92102050781","1526.53002929688","1440.36694335938","1575.97302246094","1699.17504882813","1824.60400390625","1971.15600585938","2116.59497070313","2236.07006835938","2436.84692382813","2616.11303710938","2744.81005859375","2935.40307617188","3123.28002929688","3330.01196289063","3464.76293945313","3693.30200195313","3836.32299804688",
"European Union","EUU","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58944.6308747748","59929.3143581851","60874.2584315929","62854.8512115812","64284.4668783403","65437.2631369944","66804.9781411057","68067.9000868004","69314.5209755464","71263.5773588708","72247.8611566169","73250.941797753","73722.6858601365","75323.6943458721","75919.0140628639","77243.7346280838","78317.8463364208","78067.8566355115","76030.9191621257","77873.3519709733","79187.2808687081","79091.3265895599","79547.9917163285","80294.9394897845","81425.47780086","82045.6885553253","82993.9375090364","84322.9035075667",
"Fragile and conflict affected situations","FCS","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6978.23004112699","7064.30318799339","7124.12148680592","7088.26235677471","7133.80849564128","7340.59816167839","7668.09184077382","8202.3017439876","8491.90243705403","8480.96186083085","8536.66637374374","8437.24306590625","7812.8843586202","8752.62196408467","9139.00034722347","9594.67205518928","9924.40673505033","10292.3646519942","10619.0663784388","11057.9508861403","10299.3621763631","11130.4096395284","11195.6921003855","11021.7441729952","10906.8672512267","11083.8986133213","11104.1248635053","11286.0908406053",
"Finland","FIN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56125.84375","58427.45703125","61693.625","64771.96484375","68470","70253.21875","72749.4765625","74615.15625","75284.1328125","78402.1484375","78980.2265625","79955.234375","81652.2265625","85051.984375","85025.421875","86765.515625","89467.609375","88766.7578125","84040.5234375","87041.4140625","88281.21875","86735.6171875","87027.4765625","86803.109375","87328.6796875","88819.671875","90276.765625","91937.484375",
"Fiji","FJI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15844.4248046875","16615.318359375","16677.22265625","17249.748046875","17350.46484375","17987.662109375","17458.5625","17541.296875","19054.22265625","18682.86328125","18731.2109375","19060.00390625","18985.634765625","19719.462890625","19526.67578125","19379.22265625","18667.35546875","18281.107421875","17590.857421875","17620.671875","17671.107421875","18129.638671875","19189.025390625","20588.947265625","21443.1875","21500.583984375","22148.3984375","22820.7890625",
"France","FRA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73913.7421875","75446.0546875","75587.3828125","78232.59375","78708.3359375","79214.5625","81239.4453125","83012.265625","84767.75","85786.2734375","85843.890625","85969.7265625","84711.0390625","87197.6796875","87469.734375","89136.0390625","89730.34375","88673.453125","86889.25","88393.4140625","90155.484375","90199.40625","90883.359375","92352.21875","93150.5546875","93704.109375","94504.390625","95846.1015625",
"Faroe Islands","FRO","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91520.6640625","86801.2734375","88678","89511.125","91523.4453125","92347.03125","94451.8828125","94762.46875","83961.90625","79617.71875","78498.921875","75625.140625","74648.109375","72117.8984375","70809.578125","65804.40625","66932.8359375","61955.9140625","60107.78125","62193.48046875","63660.91796875","63781.4453125","64293.08984375","63997.99609375","63824.48828125","62995.0078125","61786.43359375","61666.3515625",
"United Kingdom","GBR","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57545.54296875","58882.6171875","61242.08984375","63241.6171875","64177.3671875","65185.15625","66545.53125","67803.7265625","69163.8828125","70742.2578125","72005.71875","73282.3515625","74885.3515625","75835.140625","77179.0390625","78335.125","79410.6015625","78087.8359375","75734.2578125","76670.5546875","77545.765625","77725.3671875","78315.703125","78932.96875","79627.328125","80163.8359375","80848","81333.5703125",
"Georgia","GEO","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11579.365234375","6604.34521484375","4714.40087890625","4405.26220703125","4573.7099609375","5430.19677734375","6120.43896484375","6608.8369140625","6807.31005859375","6967.34423828125","7090.31591796875","7875.4677734375","8485.9609375","9304.96484375","10406.1103515625","11411.181640625","12843.9892578125","13958.33984375","13621.83203125","14228.4970703125","15216.25390625","16123.15234375","17035.251953125","17486.439453125","17844.759765625","18675.474609375","19735.90234375","20733.0703125",
"Ghana","GHA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4876.27197265625","4914.31689453125","5026.22607421875","5065.7841796875","5153.17919921875","5278.39404296875","5384.4921875","5525.455078125","5732.84619140625","5797.15478515625","5841.3369140625","5930.3359375","6036.61083984375","6162.06689453125","6320.908203125","6518.9677734375","6636.56201171875","7081.60693359375","7292.4951171875","7701.341796875","8654.337890625","9274.7880859375","9798.4697265625","9996.0654296875","10218.7099609375","10325.12890625","10906.8623046875","11423.3447265625",
"Gibraltar","GIB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3880.59301757813","3795.38891601563","3777.1640625","3737.28588867188","3746.04809570313","3799.73901367188","3907.82006835938","3975.69897460938","4056.89697265625","4077.60791015625","4159.07177734375","4301.6240234375","4262.64892578125","4272.3359375","4304.2099609375","4254.5478515625","4443.7412109375","4510.34814453125","4369.03515625","4476.76611328125","4616.89794921875","4768.89208984375","4839.35986328125","4891.8359375","4942.30615234375","5284.37109375","5785.93408203125","5993.91015625",
"Gambia, The","GMB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5380.3251953125","5415.25","5454.3671875","5312.19091796875","5201.69287109375","5170.7919921875","5277.59619140625","5299.88623046875","5470.23095703125","5577.884765625","5702.56689453125","5345.90283203125","5519.55615234375","5663.5498046875","5403.3701171875","5261.408203125","5263.89404296875","5378.6689453125","5558.47021484375","5716.77099609375","5284.01318359375","5376.11279296875","5469.26416015625","5322.46923828125","5364.1298828125","5299.72412109375","5275.58984375","5347",
"Guinea-Bissau","GNB","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4283.59619140625","4230.92919921875","4230.1630859375","4252.42822265625","4350.38916015625","4778.73095703125","4995.5048828125","3522.02807617188","3498.9951171875","3612.98388671875","3602.86499023438","3481.8310546875","3407.01293945313","3404.68896484375","3445.3291015625","3422.14404296875","3426.73803710938","3433.36303710938","3462.6220703125","3518.955078125","3700.38793945313","3530.60498046875","3538.7109375","3459.59594726563","3566.76098632813","3682.5859375","3785.86108398438","3828.2080078125",
"Equatorial Guinea","GNQ","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3113.51806640625","4078.32104492188","4381.31982421875","4906.7919921875","5509.2548828125","8753.82421875","21080.46484375","24754.3671875","29814.455078125","33615.890625","52601.3984375","59936.9140625","65086.41796875","85160.0859375","93979.4453125","96038.953125","104636.6171875","116512.1015625","111978.5546875","96470.15625","98414.2578125","101446.453125","93005.6484375","88817.3671875","77154.296875","68453.1171875","63800.32421875","59726.4765625",
"Greece","GRC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56443.671875","55232.69140625","54037.76171875","53619.40234375","53484.796875","53999.09375","55932.54296875","57282.5390625","58723.01953125","60158.484375","62929.55859375","64390.3984375","67030.9921875","69864.3046875","70088.8125","72596.59375","74307.671875","73307.625","70835.1875","69078.953125","67596.8984375","68592.2578125","69734.8671875","70037.296875","68430.3828125","67009.65625","66269.8828125","65816.2265625",
"Grenada","GRD","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15730.9580078125","16070.4033203125","16313.185546875","16552.587890625","16907.19140625","16975.8359375","17231.158203125","17558.47265625","17729.228515625","17858.59375","17710.978515625","17863.474609375","17776.958984375","17811.90234375","17911.208984375","18339.61328125","18924.96875","18989.990234375","18633.54296875","18668.2734375","19003.01171875","17340.5625","18859.166015625","18836.4609375","19096.365234375","18980.82421875","18862.28125","18951.3828125",
"Guam","GUM","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59606.63671875","61112.21875","63220.37890625","66920.0390625","69683.4375","72240.1015625","76588.15625","77033.7421875","84560.9453125","89427.6875","88659.296875","88564.53125","89068.5234375","91020.0625","92968.5234375","96948.046875","101107.2265625","101068.828125","97187.3984375","97994.34375","105557.109375","104387.7890625","104217.7734375","101080.1796875","101725.7265625","101208","102798.2421875","105304.515625",
"Guyana","GUY","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8934.876953125","9539.0478515625","10271.1748046875","11222.71875","11826.939453125","12811.9052734375","13656.2509765625","13512.2578125","14102.638671875","14058.6611328125","14500.775390625","14835.3681640625","14745.5810546875","15213.9755859375","14840.8056640625","15356.0185546875","16195.888671875","16353.7236328125","16947.189453125","17534.25390625","18154.986328125","18807.73828125","19455.923828125","19855.857421875","20180.779296875","20507.373046875","20772.78125","21259.115234375",
"High income","HIC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64427.3532354949","65884.6245684613","66890.7739976711","68484.6141044782","69939.3645185085","71382.3505620287","72882.0638100537","74171.3208888372","75709.0064024473","77750.5384287172","78371.7706430943","79337.5945785948","80553.7803491671","82514.300657462","83575.7438314339","84783.6818019648","85741.844491791","85468.7285878041","84025.4950152675","86524.7099174818","87646.2898505107","88114.5910863768","88741.0646383813","89460.8839277089","90434.074328434","90699.8624951577","91428.5087636017","93031.3809125178",
"Hong Kong SAR, China","HKG","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55728.55078125","59246.640625","62540.68359375","65430.84765625","66528.8046875","68123.8359375","69830.4921875","65829.703125","67317.4296875","70295.0859375","69745.7109375","71323.9375","73716.9296875","78590.0078125","82927.2109375","87100.7109375","90874.7421875","92047.5859375","90576.40625","96559.59375","98598.265625","98453","99507.90625","101705.2265625","103400.1953125","105111.5234375","108376.2109375","111326.6328125",
"Honduras","HND","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9279.2060546875","9307.8876953125","9534.5966796875","9096.875","9152.0947265625","9257.21484375","9262.7958984375","9254.521484375","8756.998046875","9113.041015625","9197.560546875","9275.9833984375","9555.2421875","9941.349609375","10133.666015625","10573.6767578125","11002.169921875","10965.9580078125","10198.4736328125","10156.580078125","10620.83203125","10809.865234375","10349.4228515625","10288.57421875","10284.4609375","10509.8115234375","10620.4736328125","10770.21484375",
"Heavily indebted poor countries (HIPC)","HPC","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3985.0497766353","3826.70310715643","3713.27932901242","3583.26260669904","3674.29228673181","3754.16511099667","3802.05824377725","3814.90631886661","3829.38938913515","3819.47808831026","3868.64873928415","3933.62403780675","3989.24574370466","4080.73643675081","4200.54061717919","4329.83471975532","4497.69285930494","4645.24951223487","4744.14686860789","4896.09586998504","4999.71010692582","5140.55457026016","5270.12027126195","5389.0416818635","5499.52965257206","5573.19936078228","5685.17514054368","5793.50826367427",
"Croatia","HRV","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32710.25","29155.201171875","27151.861328125","29052.013671875","31366.595703125","33487.84765625","36228.796875","38126.19140625","39186.43359375","42266.13671875","43976.8984375","46663.8515625","48395.859375","48972.81640625","50507.63671875","52534.984375","54166.37890625","54437.05078125","50964.53125","52299.7734375","54395.58984375","55227.64453125","56427.37890625","54872.390625","55145.2578125","56594.765625","56803.41796875","57462.953125",
"Haiti","HTI","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6320.93896484375","5476.7490234375","5213.68115234375","4721.951171875","4863.16015625","4899.80419921875","4949.59912109375","4960.40087890625","5004.9189453125","5015.044921875","4899.72412109375","4835.43310546875","4784.37890625","4562.583984375","4590.587890625","4621.087890625","4706.65185546875","4580.06103515625","4616.69287109375","4230.212890625","4314.11181640625","4285.64111328125","4356.51318359375","4359.32177734375","4302.05908203125","4263.9091796875","4211.498046875","4213.05419921875",
"Hungary","HUN","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38586.85546875","37373.23828125","39276.578125","41025.58984375","42025.7578125","43021.1875","44717.515625","45973.1171875","45604.328125","47106.4296875","48623.7265625","50742.671875","51890.00390625","54786.421875","57106.80078125","59156.796875","59695.38671875","60971.23828125","58449.23046875","59087.921875","59753.625","57912.7578125","58157.19921875","57393.63671875","57630.8046875","56997.8828125","58318.79296875","60702.3046875",
"IBRD only","IBD","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11297.2647165536","11164.2806184752","11296.8976604025","11405.9806991281","11695.5201033282","12106.2428674082","12508.9856925014","12580.6489279591","12859.8965383563","13365.4343751786","13677.2602561364","14107.4111787324","14725.27182114","15561.5433537851","16415.7677316143","17529.5978043129","18810.2113397896","19672.6892470943","20081.140383988","21414.2741806316","22519.7761187146","23467.8423993179","24421.1114993882","25305.4740158272","26151.6116362447","27138.6678402092","28223.8742693332","29433.7745394429",
"IDA & IBRD total","IBT","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10356.6954174225","10227.5069801053","10318.2765316441","10380.765845762","10619.0800272864","10966.6926587388","11287.8397382261","11339.6009754885","11559.7324051531","11972.7030397475","12224.8372287955","12574.2442198125","13086.3886336386","13842.1921285308","14560.7159077488","15492.5587222175","16558.3572309062","17264.2404957318","17603.8505693722","18682.5175943249","19557.7699475021","20299.5086016921","21060.4449706214","21761.7208825085","22400.3654928028","23134.5638238279","23935.3917329377","24850.6752651203",
"IDA total","IDA","GDP per person employed (constant 2011 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5635.99367195094","5567.18540206078","5502.71613316839","5404.52030955419","5466.75714352486","5574.29572265279","5582.98743265497","5615.91016534308","5629.28696929557","5695.23079271491","5769.4990764448","5849.75438588076","5999.17392832676","6473.31575974354","6694.71329215782","6966.41056605135","7239.39614366783","7432.55052385637","7643.53572764523","7881.27578004393","8024.09472330648","8156.01597223754","8375.70976051876","8614.10221645133","8721.6330073268","8786.29406749123","8898.3057821653","9095.92298858232",
